350
16 70
28 25 150572
25 22 94276
3 6 24342
19 1 219222
29 46 103058
41 43 138419
49 42 82294
44 23 124653
41 20 93916
11 38 138350
19 36 112175
39 35 84541
6 27 143533
43 42 68054
5 19 178997
25 24 163726
4 15 62978
39 7 132794
11 47 71104
25 20 36813
50 43 61471
48 43 42794
6 45 141800
11 17 173994
34 22 27315
30 6 103190
22 41 101302
14 10 140302
28 2 93559
48 42 42831
33 45 110502
43 14 159744
16 40 80468
14 40 71797
12 41 117993
27 17 173554
44 8 106459
19 29 163158
12 32 219643
41 36 73069
11 16 127786
49 13 135255
15 41 129148
1 18 145942
48 24 170316
35 20 57687
24 39 192934
31 39 81333
50 10 150589
48 22 100866
1 31 95995
40 3 110722
49 6 125802
7 37 95679
29 35 156684
21 44 18739
38 15 22278
11 12 131534
40 12 84216
9 45 140600
27 35 166843
47 34 73432
38 31 206856
36 50 64248
44 39 62184
9 2 171407
27 41 134247
29 20 101023
40 7 107690
29 33 182116
13 15 118118
2 16 124136
42 38 115857
38 10 192153
15 5 111704
7 3 119799
12 3 149744
35 6 100623
5 35 29982
26 28 114826
17 34 167924
15 11 129005
25 50 80214
8 35 135245
37 35 76392
2 6 130048
32 29 157661
6 14 126210
37 24 158346
21 10 146946
20 24 154850
47 31 130223
46 42 82185
19 10 145436
17 19 199864
24 46 156885
33 14 131534
41 35 109909
25 33 120935
23 18 52640
39 28 135453
31 11 157649
6 39 111484
9 31 264286
33 7 192440
11 10 140246
31 26 103620
47 2 67454
9 12 124202
45 21 82273
37 27 183221
37 33 146899
13 25 86824
44 12 76102
5 39 114523
49 10 102472
48 12 84175
9 41 90976
3 8 160142
27 15 151320
17 45 172898
30 9 129714
48 6 86339
34 50 136491
13 17 130752
47 44 15672
33 22 110795
34 18 137957
20 46 82757
43 17 122866
1 17 227935
25 48 36144
40 48 45153
25 27 159635
13 14 167630
13 35 36396
45 18 143731
24 30 111810
23 37 149722
4 20 98594
4 23 70668
41 7 104743
4 33 197100
23 22 93651
12 17 157300
29 23 25632
46 35 87643
41 29 128957
41 1 188628
12 25 77585
21 18 84324
30 34 71074
31 12 190653
14 11 113987
6 25 79749
39 3 135826
22 43 143660
31 5 191681
16 39 105572
23 2 99348
43 33 170319
8 16 178813
34 15 80694
48 36 22556
14 42 110895
40 35 59437
28 42 139549
35 25 50428
4 34 143672
32 45 236041
5 29 129646
13 4 79375
34 48 94799
24 36 147760
39 17 136830
38 36 95582
49 2 89836
35 42 39544
49 14 37830
6 36 63783
16 42 78146
39 13 120937
29 244
5 10 20002
12 1 166702
29 4 211178
3 15 112955
1 21 298946
14 20 53474
20 17 158725
26 28 171936
25 4 227680
3 1 133270
12 20 150516
7 24 157711
22 10 35535
4 3 119376
28 16 235916
28 24 218681
18 3 193751
11 4 193783
13 17 155570
27 25 188613
17 19 195972
14 26 142587
14 3 159332
11 13 116534
18 13 207599
13 14 128883
24 6 227615
17 7 231590
4 7 191877
22 9 199074
11 23 189285
5 28 181835
23 27 228377
14 6 149927
13 28 172378
11 5 98108
24 19 207639
22 2 80142
2 14 116873
24 21 298173
10 19 163777
9 10 184937
11 25 123517
12 23 133712
18 29 373611
17 8 100532
23 7 38657
14 1 280095
7 28 219230
18 20 132190
19 9 206512
8 3 129811
12 28 139300
26 27 94609
6 27 140152
7 6 232860
21 12 190934
8 25 99871
5 17 137144
13 2 152954
3 24 196858
14 4 108944
22 16 118408
19 26 120203
25 14 211538
9 11 241645
11 2 122713
19 21 179691
18 4 187660
16 13 105113
23 2 161149
11 15 178353
7 29 343655
23 4 153220
25 20 158064
3 16 229294
25 9 280020
8 27 100588
9 21 376981
11 19 170813
18 11 196506
7 15 129334
24 4 191328
28 21 202533
2 25 161088
22 18 153935
26 12 67430
2 1 187515
16 18 272343
22 5 55537
27 2 68895
21 29 354968
15 29 251376
5 12 68539
8 26 73353
10 29 255211
5 26 109965
24 8 113187
3 17 192493
18 28 215013
15 9 168484
11 17 124178
9 14 122083
27 24 201958
16 21 235914
29 26 206618
25 6 204048
26 3 165314
4 15 62543
5 1 209237
9 5 164935
29 25 300622
29 3 255747
16 19 56223
2 26 25714
21 5 233444
8 10 54460
13 21 251870
2 17 161749
10 21 213442
7 14 175735
1 25 234646
11 22 42571
18 23 215794
3 20 105867
13 4 145025
7 19 167383
10 1 189235
14 19 219191
6 16 196755
17 10 117142
20 1 239128
21 8 196832
27 7 231646
29 13 267635
24 10 155801
14 11 131952
10 18 118400
28 20 82823
3 23 77804
7 8 142904
1 28 217110
8 1 172625
26 17 136035
28 15 89896
3 27 218549
1 7 249731
29 14 297777
20 26 89113
7 16 216521
26 16 63980
17 21 259514
19 25 196633
29 19 224835
1 15 233694
12 4 164214
2 19 145917
4 2 125347
7 22 149983
7 13 111408
22 13 73963
20 7 136407
14 12 187525
16 27 56603
2 5 135679
23 22 146714
6 10 87567
28 9 258380
12 16 131410
4 10 128550
12 19 115240
29 20 244303
2 3 169257
6 22 123102
8 5 74462
24 11 162837
3 28 188681
4 20 69616
5 3 95353
10 11 78106
14 28 136297
8 15 149366
3 12 123888
4 6 40983
22 3 110886
28 4 152439
27 5 163204
7 26 204411
2 16 89694
3 9 219549
24 22 120266
18 27 261602
24 15 128785
23 20 97750
12 7 136981
26 9 214269
29 27 112009
27 19 112826
8 11 61496
2 12 93144
11 29 262247
15 26 96186
25 23 200628
5 7 205520
5 20 178164
15 13 82482
27 11 150238
18 7 251904
22 4 151212
21 2 258049
8 14 193448
25 15 165137
21 4 329119
26 11 96999
26 24 174694
23 24 119054
29 17 301283
14 15 46401
26 6 140616
10 14 197116
9 12 186072
8 4 170137
1 4 252646
13 24 46303
13 19 161336
25 26 135374
2 8 99067
17 16 139749
16 25 140410
26 21 232335
1 19 119255
19 8 121163
28 19 248540
27 22 107667
29 6 252161
16 14 206567
14 5 217118
24 14 175186
28 8 145223
27 4 99169
16 15 160166
2 24 199257
3 13 150555
23 14 137078
17 50
1 11 227560
13 12 175417
15 3 248807
15 6 339306
5 9 208659
11 2 182480
3 1 337614
13 14 252050
14 9 53244
10 16 384666
2 9 197141
2 1 296434
9 16 385222
15 17 81950
15 2 207627
9 3 238321
14 8 220924
5 10 200188
9 8 167680
12 15 191134
15 5 219145
12 6 305431
15 7 306302
4 14 269831
14 15 80672
10 7 287345
9 6 328820
3 2 41180
12 1 53096
9 4 216587
4 10 208116
6 17 260155
16 12 369748
3 13 223312
6 3 93298
8 3 406001
10 8 176151
5 4 282318
3 4 311980
15 11 138753
14 16 331978
6 10 320349
12 3 390710
16 1 316652
11 13 120635
7 6 445651
17 14 124708
2 16 198795
4 12 301390
17 3 166857
24 75
1 18 228972
6 14 151199
15 11 124754
6 11 96828
20 14 168920
17 13 518235
4 5 146195
15 5 5197
19 18 133604
7 12 312092
22 10 247236
3 10 275124
2 6 36728
16 10 272544
11 21 190013
19 10 135568
18 9 356283
7 11 137030
15 2 91444
17 14 153369
13 8 502654
20 7 314586
18 22 245289
5 7 256587
1 7 279381
18 2 155114
17 7 238648
5 16 72256
23 22 204716
2 21 96520
24 3 382138
8 21 55541
17 21 171320
1 3 214524
15 7 261784
22 17 55971
10 5 210682
5 22 106497
4 18 315308
4 13 443257
13 2 543653
23 17 148745
20 18 309754
5 13 446992
10 13 657674
4 20 204194
19 21 118030
24 23 82656
9 1 273938
1 5 22783
12 19 63016
8 16 117524
3 4 307734
20 23 224683
1 6 110586
20 6 191368
10 4 274235
4 8 201173
9 14 280139
4 7 110392
20 8 113661
13 15 452189
18 21 251634
23 13 463744
21 7 273767
12 6 78234
20 15 63196
1 14 88116
21 22 153879
14 19 135981
16 17 224330
11 17 101618
14 12 155977
22 3 298238
19 17 55714
27 109
11 5 205607
25 4 360956
12 5 300045
14 11 325122
22 25 315574
10 18 356856
22 12 464743
4 18 322399
17 3 214721
4 24 264473
10 15 74874
3 7 266044
9 3 378517
24 7 109781
23 5 236228
12 1 459331
27 16 471448
25 13 350567
7 8 163021
10 19 231928
2 11 254574
15 17 323416
17 16 357091
17 1 222656
18 11 263761
15 5 299689
5 27 207546
12 6 157273
23 22 195100
19 13 380651
21 3 277279
5 25 178668
18 9 136441
20 12 414033
23 4 318545
23 26 280483
26 11 294641
23 12 456696
9 21 343258
19 12 233271
1 13 347620
9 26 267428
8 5 87971
14 26 237015
22 1 187620
20 14 391064
14 22 365125
17 14 251811
1 26 287963
14 24 310281
10 26 313849
5 22 234816
7 5 75050
9 27 63384
1 11 364893
8 19 88027
17 22 211089
4 19 310110
13 11 330827
24 15 264958
12 21 386330
24 9 222242
26 19 255915
25 16 462731
15 20 454850
11 12 94438
2 27 256513
26 22 145782
2 3 239961
10 9 243441
9 19 11513
9 15 318315
17 9 211238
16 7 349826
21 18 267870
23 9 302506
6 22 399020
9 25 97660
5 20 180706
8 1 195486
13 7 297429
8 21 243718
22 13 370830
2 15 348656
14 10 203299
5 17 23727
3 6 545324
15 12 291135
26 20 200082
2 9 227361
12 17 323772
17 10 248542
16 18 326509
8 27 162924
1 16 240020
17 21 179474
17 8 111698
16 22 402671
7 18 167707
6 4 460910
11 24 170876
2 21 204714
24 8 122702
14 1 353325
12 16 563947
11 22 370305
3 27 329078
18 2 244270
24 3 156263
7 11
7 5 169325
5 2 135491
6 5 118876
2 7 195110
1 7 451543
2 3 203567
4 2 80638
5 4 54853
3 6 168278
1 6 178656
5 3 68076
8 10
2 6 16
7 3 6
5 1 11
7 6 12
8 1 8
6 1 18
1 3 12
3 5 9
6 5 15
7 1 6
10 10
1 2 788188
1 10 923553
10 4 977019
3 7 424064
3 2 136358
6 5 670039
10 7 695787
10 9 632159
3 6 466533
9 8 630812
47 189
18 2 263572
9 38 282953
22 19 244785
47 35 214165
25 39 241914
17 32 391459
29 15 166576
14 15 96706
39 7 431764
8 26 307956
46 18 376180
29 36 295318
26 5 344236
39 5 346799
9 19 264063
15 27 196073
23 28 243079
7 24 391309
47 12 166818
36 4 107664
12 7 253198
3 10 207025
13 19 4381
32 7 327448
11 1 141542
13 15 65284
42 23 1745
18 42 220041
34 11 288587
33 4 248092
12 43 149668
18 43 259508
37 11 227247
13 28 208731
22 20 193022
13 16 262084
34 7 237580
31 20 200079
18 32 278883
27 31 225803
43 44 325825
28 4 303578
15 32 291968
14 17 396612
16 3 214928
24 16 300899
23 35 183033
5 2 192635
44 26 190928
41 9 354967
13 43 295229
25 18 44525
9 21 151558
11 8 212075
31 38 143745
45 46 258585
45 15 224391
24 6 341131
7 23 263432
31 23 119533
32 23 220562
34 32 428166
25 42 254607
29 33 167461
40 35 273144
28 5 265000
24 22 274713
14 39 220
30 15 253581
30 29 311159
41 38 339145
21 40 317980
47 26 357230
45 38 214776
23 46 317859
40 12 337505
28 26 79236
20 23 237092
8 46 418634
14 20 87566
37 18 303247
12 11 165126
7 30 270491
6 47 253480
40 37 217447
47 1 135595
16 43 236745
29 1 218847
36 28 195914
45 47 221599
5 31 141454
35 15 262923
8 21 151935
44 11 68668
43 4 397070
37 17 385220
4 46 131922
2 27 390612
24 30 145092
26 27 363810
6 43 298776
41 34 408009
14 44 298400
34 42 353051
32 20 301108
28 14 240153
21 29 300249
41 30 351897
39 13 40404
25 20 154128
47 40 284024
9 7 292131
24 32 336423
9 23 227117
1 20 228721
37 24 28817
19 34 397587
30 36 103902
1 26 335862
36 43 306879
14 4 237531
14 38 348870
47 39 417688
43 19 290848
27 7 452222
21 32 186875
8 7 292508
12 18 238231
9 18 231083
46 28 432350
39 21 291191
4 22 141867
26 17 235695
30 17 447791
18 24 332064
20 9 212300
11 40 297230
7 33 252319
13 14 40184
36 39 246605
22 27 301266
17 46 488756
10 25 178831
44 45 196513
19 39 36023
30 25 231497
47 30 330164
13 5 315157
27 47 498213
4 34 393541
38 35 207245
6 20 216123
36 25 174589
42 7 265177
4 37 272981
35 6 84747
34 5 373227
34 28 281880
14 42 326403
40 16 250428
17 15 421712
46 29 351129
31 19 251842
46 41 470108
39 31 239324
36 27 267063
34 18 307629
10 9 200386
39 46 294878
21 23 122859
22 33 143567
25 33 311855
42 41 328013
44 20 243041
10 27 271305
37 35 324937
21 18 215717
25 19 205891
15 33 279903
11 7 200713
7 4 292823
34 36 304141
1 10 130230
40 24 246264
22 31 75463
21 25 219175
12 5 249766
35 42 184778
12 37 287805
31 303
15 27 194472
15 31 207197
22 5 144984
1 7 179346
27 13 183274
9 15 140141
14 16 195109
1 18 164069
29 25 173083
21 4 119538
20 30 115542
29 1 20922
29 18 143147
29 30 126438
27 1 186442
7 12 196392
17 27 181598
13 10 314645
11 29 93050
24 2 163164
17 26 128286
20 26 48147
19 23 282659
13 22 226386
9 7 256432
21 19 260145
16 24 123023
20 21 141223
30 26 67395
1 19 150344
18 25 225046
22 20 88607
26 1 95312
22 6 166923
6 10 311798
1 4 203894
26 27 148321
19 3 244647
20 18 185945
31 25 133069
31 18 157497
28 23 121171
15 12 158509
4 9 116460
2 1 78790
6 3 101979
13 28 106887
11 22 159938
26 22 136754
8 9 347479
29 24 83010
9 5 194522
12 19 111263
27 10 265244
20 4 61493
14 7 159876
19 10 376304
18 7 230200
19 26 209682
9 18 146876
7 19 132762
8 14 250923
17 28 135233
24 28 137962
28 11 30131
27 12 225523
17 3 42451
14 28 82789
1 12 39081
25 5 181776
16 15 177515
30 31 133432
26 18 146166
11 17 105102
28 5 131874
4 15 63489
25 20 139662
27 5 200705
21 3 115770
10 18 243211
16 23 43934
16 4 175205
2 4 151975
26 8 166497
15 5 137661
24 19 212432
20 13 148087
12 2 117871
11 21 117932
16 3 197625
9 17 269509
27 28 155268
26 29 116234
15 26 46151
17 22 219971
13 14 179368
14 19 203124
23 11 91040
30 3 116453
6 26 102988
14 12 202094
26 28 6947
16 11 134974
25 30 174311
20 24 179162
17 2 130642
26 2 134637
16 21 128068
30 14 126987
11 2 150918
22 8 297941
14 6 192724
8 17 248415
11 27 171505
27 8 187388
19 28 202735
13 3 14105
4 29 224816
8 25 183724
29 17 72774
21 25 173628
10 1 304122
19 15 163531
25 24 228340
7 26 84034
30 27 80926
5 7 208961
14 25 181251
28 9 179345
18 11 169350
1 21 125171
13 2 187198
24 13 184587
2 19 229134
3 1 94303
28 4 102693
4 6 211570
7 30 151429
31 7 225746
25 7 92677
29 20 163815
1 28 102259
2 25 230144
19 5 179959
24 26 131015
21 18 51418
6 23 170844
28 2 127690
17 5 81467
15 6 149139
18 23 120584
4 24 240655
24 6 92050
8 18 312663
25 23 197038
24 31 184338
31 27 214358
25 26 143693
27 20 196468
22 21 146652
30 1 105516
23 22 198193
23 13 167796
8 15 207338
10 11 305811
28 12 119305
1 14 185048
22 31 252731
27 2 240621
9 23 247731
3 12 133384
16 2 151234
22 16 173988
16 12 224192
14 17 172953
6 8 223117
21 27 108279
31 26 161046
15 24 177166
28 18 153113
28 25 150640
3 5 123918
12 18 161306
6 31 92288
31 9 302269
31 4 220570
11 20 71331
21 2 190472
11 15 69335
30 6 97840
10 2 324962
5 1 29615
24 17 151578
13 19 258752
1 25 152161
12 4 221998
8 29 236363
7 24 215049
19 27 229103
30 19 255860
6 1 7676
12 8 254522
4 25 201155
3 4 145359
13 18 181119
26 23 114224
12 11 111209
24 22 258973
29 22 195521
26 21 94748
18 6 171745
20 17 176433
7 15 116291
23 14 151175
9 22 49538
23 30 181619
20 6 151135
15 1 141463
14 26 89736
31 29 105534
27 7 96341
18 17 124737
9 25 277807
1 16 207102
22 10 145873
1 20 143459
6 5 21939
12 25 191242
25 19 225439
18 24 199673
10 8 443814
18 4 164260
8 30 233892
14 20 41589
10 3 300540
29 14 205404
31 8 281175
22 12 213680
12 23 202249
28 22 129807
19 22 250142
9 21 196190
1 17 51852
16 25 153104
18 22 97338
10 16 319861
25 15 141658
3 29 115225
20 31 209193
11 26 23184
2 5 49175
19 20 161535
28 6 109935
2 20 90482
28 21 101695
7 13 145429
29 5 50537
1 13 108408
3 26 85835
13 8 220069
21 24 203176
24 12 101169
11 25 120509
24 1 99726
16 7 185728
12 13 147489
11 19 222472
8 2 294231
10 17 258089
27 25 173569
16 29 206033
19 6 158020
27 16 89387
9 19 299680
30 5 119779
22 25 228269
9 2 228627
27 23 133321
20 3 133982
21 17 73319
27 18 159697
10 30 319878
12 29 18159
16 28 138311
15 17 174437
7 28 77087
8 5 245056
3 23 153691
17 30 100672
29 13 129330
6 12 46757
30 28 74342
26 9 186292
6 17 59528
2 3 173093
12 21 148882
1 31 84612
9 12 263218
8 24 245649
15 3 131986
10 9 195411
4 10 212795
7 21 178782
50 50
5 36 674757
19 20 906648
3 26 964754
38 8 936996
27 23 609756
10 45 856700
12 35 551402
44 6 674811
48 8 763747
23 49 698707
11 13 689336
2 26 615291
16 21 435498
21 46 529838
10 1 676915
10 4 847652
1 3 890596
16 29 950065
46 7 637295
18 34 459547
10 17 368531
30 11 560623
44 48 659856
11 47 730672
4 45 684947
19 21 381819
13 43 881579
21 22 732286
36 42 842281
27 19 863133
42 12 327850
39 19 335958
21 2 368163
50 22 591809
13 1 414061
19 28 561606
48 39 678286
48 6 940635
33 26 919977
17 20 874054
38 1 704041
30 12 267618
33 13 621661
16 12 321239
1 2 655399
44 35 197016
41 33 638285
28 21 870740
13 22 566483
34 49 395204
23 94
5 3 676601
18 23 451206
17 8 522284
6 14 392297
5 19 563694
16 2 502850
21 18 356180
23 6 110850
3 2 362205
1 9 291205
2 13 377541
19 22 298412
6 5 478589
23 19 361005
18 10 227150
17 1 479397
9 3 383558
21 22 200649
21 6 240690
6 15 157585
11 20 313522
10 22 368651
11 21 276050
18 3 431997
19 9 264154
6 19 250155
13 23 403528
7 16 518559
4 9 502833
4 12 432083
10 3 293605
3 20 355490
4 19 466939
6 11 453701
7 20 208461
5 4 783983
6 4 564775
16 23 423941
15 5 471124
16 5 165498
15 13 264562
22 15 337601
20 10 246158
10 2 157358
22 8 238368
5 14 556069
14 17 371371
20 12 226672
9 18 493488
9 16 466223
17 19 582328
21 19 265979
2 15 112979
12 8 301865
9 10 266338
4 23 617289
10 23 224056
22 9 241802
12 11 371718
22 20 278805
10 16 426297
2 19 205549
22 13 73039
2 12 137872
7 23 260145
4 15 407190
17 7 354260
8 9 238656
3 4 548865
4 18 589961
14 19 315659
15 7 303714
2 4 468388
8 15 276972
14 7 315206
13 20 351844
16 8 652262
4 7 477453
18 5 372598
7 5 605189
2 6 198389
9 15 310717
3 14 260640
23 21 129840
7 9 312146
5 10 496223
11 3 270694
8 3 380124
1 23 410555
11 13 256497
21 14 214646
6 9 153132
9 20 315666
6 10 113206
19 86
12 15 425716
6 14 236167
12 8 64324
19 9 399839
3 5 279841
11 13 263020
17 16 365713
1 5 362754
15 3 371848
4 3 124419
6 19 436483
4 11 269933
15 17 284687
2 11 344844
16 1 257610
1 13 270696
10 13 421451
19 2 540989
7 11 10128
19 11 386610
17 12 162841
17 13 186312
15 10 266285
8 4 210389
3 12 177456
7 5 152779
15 6 244495
16 8 267196
14 8 95784
7 8 261240
3 18 93588
18 17 305713
3 17 268588
16 10 579040
8 5 365811
16 18 219871
9 6 107736
16 2 456326
2 3 330043
9 4 243036
10 1 607861
9 15 305638
17 4 144169
6 11 259200
16 12 202872
15 7 204750
2 15 539466
4 18 161544
5 2 262417
6 8 331951
14 15 349950
15 5 337273
6 10 510780
2 8 285300
14 3 140527
9 14 128431
3 8 113132
13 8 252532
11 16 340435
7 10 471035
2 18 236455
13 15 205286
5 12 409035
8 11 251112
5 17 246194
10 5 481333
13 3 166562
11 10 460907
8 17 227165
11 14 155328
10 12 376168
17 7 398973
7 18 212395
11 5 142651
8 1 292854
7 1 230231
18 19 398412
13 18 203687
17 19 92699
8 10 440492
6 16 151748
5 16 483086
13 12 316856
1 6 176375
1 2 386586
4 16 381415
24 185
20 4 112488
4 23 117503
23 12 53330
18 12 119709
5 1 115785
22 13 164190
16 22 136415
12 16 84050
10 16 63409
1 17 121930
2 4 193892
3 8 329937
7 20 130574
10 13 119606
11 1 179884
2 22 269601
24 15 270590
14 4 144780
14 6 85686
6 20 72296
11 20 35758
23 1 158013
23 8 298581
23 7 116687
11 4 95632
7 11 94816
6 18 124788
21 6 108793
23 6 58409
13 1 207206
20 8 291688
13 7 76890
10 17 89120
22 7 115722
8 7 248069
5 9 77677
6 13 145326
21 2 269883
19 3 133948
21 24 176515
5 4 39668
21 16 130333
14 3 172449
6 4 59094
8 6 302199
22 6 57444
9 12 5840
17 12 199300
23 22 39670
17 15 269479
22 3 138376
7 10 84102
22 1 197683
19 15 229683
4 18 183882
12 5 81995
24 9 185195
16 3 102561
22 10 143562
22 24 217614
18 15 68221
2 13 245645
24 10 79333
12 15 170155
24 14 218705
3 4 27669
4 17 146075
24 3 128193
3 7 123254
23 9 59170
2 12 236219
7 21 151026
14 15 212654
17 13 113925
7 16 20693
16 13 56197
9 1 193462
4 1 155453
20 18 80266
20 9 73057
17 2 149115
13 24 123712
12 10 110180
16 15 198296
3 2 221561
17 8 269492
17 19 183916
24 1 112143
16 4 74892
5 22 115377
24 4 147186
2 20 254883
18 23 66379
22 14 117724
3 21 48322
1 20 144126
13 11 146391
9 17 194982
13 14 202574
22 8 338251
21 13 74136
11 16 115509
21 17 166728
23 13 124520
6 17 194221
9 4 59855
12 1 197780
5 10 28185
4 10 67853
8 15 368982
18 16 155919
23 11 21871
8 2 260940
5 21 115659
3 5 67337
9 10 105862
19 14 206202
18 13 190899
22 9 58205
2 23 254287
21 10 143844
7 24 163435
18 14 144433
5 8 262600
15 13 254493
6 24 184434
17 18 234536
18 21 116763
12 6 5079
12 19 115437
20 21 36497
12 13 140247
5 19 66611
13 3 122458
7 17 173222
14 17 208918
20 19 179182
1 8 147562
8 14 376635
16 20 149174
15 6 165076
3 10 95522
22 17 207827
9 7 69197
19 21 161720
23 10 128248
21 15 184984
20 17 182044
18 7 176612
10 2 126039
23 17 168157
1 14 236067
3 23 98706
3 18 165085
16 5 35224
15 2 216776
11 5 94471
24 16 142742
14 11 99925
14 10 190787
11 21 72255
20 24 191831
5 2 154224
16 23 135287
12 4 64173
1 7 171702
14 23 78054
2 6 231140
6 9 761
8 16 227376
13 20 110633
21 4 75991
2 24 158902
7 15 218989
14 21 128438
15 22 174270
16 14 174815
15 4 123404
2 7 210141
2 19 220835
6 3 86763
8 10 235162
18 22 106049
10 15 191257
8 13 283573
12 38
1 10 408859
4 9 414698
2 4 129726
3 1 258223
3 8 266074
4 8 311588
3 2 513068
4 3 383342
4 11 463616
8 7 227771
12 10 223295
9 11 120402
12 3 460102
9 12 163821
11 3 503521
7 2 35959
6 9 451153
11 2 333890
6 5 315413
4 5 361157
10 6 329484
9 8 357849
5 12 464760
9 7 320902
3 6 337598
4 6 45744
2 9 284943
7 5 454924
12 8 194028
12 2 377309
9 5 541743
10 2 154014
6 12 448212
2 8 263730
9 10 130929
8 5 492701
8 6 357332
1 8 280841
25 44
3 24 167024
18 14 462612
21 2 321624
8 1 382083
7 3 345962
24 18 78633
7 13 528524
22 15 274046
8 5 423033
20 13 706837
7 23 391698
20 15 83105
16 2 668334
22 14 591864
25 13 288105
25 19 373686
6 2 629589
12 21 426564
4 23 293755
11 5 175420
21 19 355162
9 24 104560
4 2 551130
4 16 589528
20 19 182446
23 2 556115
4 25 400018
12 3 212335
18 11 145579
23 25 465069
14 13 946944
12 2 560343
25 3 288813
21 22 484395
7 17 374757
22 25 502919
23 1 359042
12 10 532340
14 11 450925
9 19 137740
7 24 178938
18 12 183215
10 6 502765
18 9 168922
31 175
8 6 82363
21 22 254851
19 26 59084
26 24 265909
22 31 30033
13 15 305334
4 13 65967
26 10 207423
24 15 194675
3 28 487602
15 3 374060
15 18 293577
24 30 359472
18 11 293124
20 19 62406
27 26 40320
28 19 331847
9 17 104999
20 4 148671
6 14 130452
21 28 450385
8 7 151495
20 7 223725
1 16 89238
9 3 280845
6 19 25981
12 22 338144
17 23 235050
14 2 134061
20 6 88387
22 29 204856
15 10 367255
24 18 320957
29 25 178411
25 19 144491
