Case #1: 70
15 6 165076
3 10 95522
22 17 207827
9 7 69197
19 21 161720
23 10 128248
21 15 184984
20 17 182044
18 7 176612
10 2 126039
23 17 168157
1 14 236067
3 23 98706
3 18 165085
16 5 35224
15 2 216776
11 5 94471
24 16 142742
14 11 99925
14 10 190787
11 21 72255
20 24 191831
5 2 154224
16 23 135287
12 4 64173
1 7 171702
14 23 78054
2 6 231140
6 9 761
8 16 227376
13 20 110633
21 4 75991
2 24 158902
7 15 218989
14 21 128438
15 22 174270
16 14 174815
15 4 123404
2 7 210141
2 19 220835
6 3 86763
8 10 235162
18 22 106049
10 15 191257
8 13 283573
Case #23: Impossible
Case #24: 44
3 24 167024
18 14 462612
21 2 321624
8 1 382083
7 3 345962
24 18 78633
7 13 528524
22 15 274046
8 5 423033
20 13 706837
7 23 391698
20 15 83105
16 2 668334
22 14 591864
25 13 288105
25 19 373686
6 2 629589
12 21 426564
4 23 293755
11 5 175420
21 19 355162
9 24 104560
4 2 551130
4 16 589528
20 19 182446
23 2 556115
4 25 400018
12 3 212335
18 11 145579
23 25 465069
14 13 946944
12 2 560343
25 3 288813
21 22 484395
7 17 374757
22 25 502919
23 1 359042
12 10 532340
14 11 450925
9 19 137740
7 24 178938
18 12 183215
10 6 502765
18 9 168922
Case #25: 175
8 6 82363
21 22 254851
19 26 59084
26 24 265909
22 31 30033
13 15 305334
4 13 65967
26 10 207423
24 15 194675
3 28 487602
15 3 374060
15 18 293577
24 30 359472
18 11 293124
20 19 62406
27 26 40320
28 19 331847
9 17 104999
20 4 148671
6 14 130452
21 28 450385
8 7 151495
20 7 223725
1 16 89238
9 3 280845
6 19 25981
12 22 338144
17 23 235050
14 2 134061
20 6 88387
22 29 204856
15 10 367255
24 18 320957
29 25 178411
25 19 144491
2 19 97092
27 22 56135
17 27 110261
11 9 189272
19 29 167485
17 19 74120
6 31 159591
30 10 162349
31 17 196429
6 11 242007
1 9 45260
10 2 213571
13 21 268970
7 12 384925
8 3 342016
11 26 208904
30 20 287695
25 9 175370
17 11 278845
30 15 378391
2 12 242228
11 16 218500
9 10 183666
12 10 394870
12 28 573493
14 16 208090
24 29 368644
10 18 107151
6 16 143844
16 31 237229
2 9 60469
22 15 249600
17 2 150042
24 23 296135
26 8 49260
10 19 220289
10 25 328673
11 2 128803
20 9 99029
7 2 182336
12 14 351861
10 23 343168
22 20 158904
3 18 372750
20 16 232231
19 27 99404
24 28 588185
4 31 132070
20 2 62988
1 19 80587
5 7 411181
17 26 81242
23 13 305997
23 11 261567
23 15 365994
30 7 311896
8 21 198945
22 26 96455
7 22 198690
16 29 219142
12 20 179240
20 27 102769
21 18 156178
14 20 172621
30 29 285691
21 17 239638
20 23 275298
11 14 262864
24 11 314611
5 15 297672
5 13 381241
23 31 280296
25 6 118510
11 5 398767
10 1 226141
19 21 171262
1 11 230407
30 3 427948
22 19 155539
3 27 252436
2 16 190842
4 1 107725
19 31 185572
21 1 179899
25 20 206897
1 3 314259
4 24 206573
8 13 198371
24 9 246277
27 10 173790
1 25 173116
15 12 269936
18 16 208228
7 4 188457
4 25 226171
16 5 402675
22 4 102037
15 2 153684
30 31 284969
12 24 194355
26 16 110741
14 17 178591
15 26 212186
19 3 316742
11 29 317305
18 23 251295
19 9 36623
22 16 207196
15 16 322927
25 14 248962
11 27 168584
28 16 352129
21 27 198716
25 27 180632
17 22 166396
12 4 327911
6 21 191499
12 19 241646
16 13 262930
26 1 21503
9 26 23757
4 3 298338
26 18 127609
22 18 224064
13 28 489912
26 29 108401
30 9 216026
17 3 242622
26 20 121490
30 23 363469
6 4 107661
25 26 151613
29 6 141504
31 25 266800
23 9 177565
7 3 301567
10 8 247972
5 17 310065
3 29 350662
24 8 315169
Case #26: 220
2 15 282651
25 6 210877
26 1 256184
3 24 242885
26 23 145512
1 5 305189
16 1 228904
21 16 190163
6 17 63886
4 19 216101
19 23 174749
14 26 190227
14 18 138254
10 15 172163
7 6 308086
11 23 357033
3 25 264359
24 7 269894
19 25 201587
16 24 111020
17 21 104223
22 12 90907
13 23 194976
19 26 113256
11 14 127934
14 8 243983
13 3 222586
4 25 54773
16 5 98604
14 5 154911
19 17 54596
11 24 275824
21 4 57282
9 13 207787
22 10 173825
19 11 195534
23 3 335894
18 13 104131
9 21 168531
13 24 183733
3 19 275275
12 7 315901
2 3 152688
6 18 130772
12 14 180873
24 2 306601
9 20 116834
10 17 173907
25 10 285415
10 13 321459
1 19 325280
6 3 281077
4 11 175057
22 15 1662
11 7 206532
5 11 282845
3 10 391098
14 25 101896
21 12 172436
25 12 234029
14 17 191243
7 18 177314
12 24 113195
2 26 279891
24 22 25612
14 16 217507
17 20 52526
23 15 118409
20 3 269717
20 19 107122
22 6 63804
25 21 112055
24 15 23950
16 4 170384
10 20 222945
20 16 138466
10 1 400349
15 6 62142
6 26 122546
8 25 277633
5 12 133466
2 7 55159
26 20 111186
26 24 84354
25 15 148735
1 17 275715
15 7 245944
1 2 325260
8 3 291440
9 25 177554
18 8 231493
9 10 238586
7 5 251411
12 19 32905
26 15 60404
12 9 155668
18 10 240793
18 12 138587
13 1 201473
5 6 106363
21 10 274642
13 8 209860
10 7 416459
25 23 233843
17 13 158039
1 3 398059
5 20 95003
11 20 284036
17 16 85940
10 12 209958
13 26 156104
5 18 112851
15 11 251874
7 25 246719
2 18 227918
22 16 89346
23 5 74188
1 24 252136
7 9 311996
2 9 331574
22 19 58002
19 2 303442
24 23 142359
5 21 146700
11 10 209927
5 8 118642
14 24 216937
7 14 144823
23 14 229099
9 15 66423
3 12 308180
9 17 68167
23 16 172792
25 1 243246
3 15 218935
1 6 290328
6 23 180551
22 14 194649
25 22 150397
13 6 221925
13 25 67773
19 9 122763
8 6 225005
19 15 56340
15 21 102479
4 8 222860
16 9 61943
5 25 159655
12 13 214996
17 12 87501
21 13 70282
18 3 287565
21 26 162883
10 4 308459
4 3 209586
9 6 128565
12 15 89245
13 15 159783
21 23 220888
7 20 195162
19 10 228503
8 26 189966
22 26 62066
26 16 27280
1 18 279604
6 10 186405
2 6 344793
22 20 52444
3 11 249983
17 2 280907
4 2 136787
5 13 120788
25 20 163752
26 7 306348
21 3 266868
21 11 232339
4 17 161505
26 18 129034
14 2 89664
25 16 115611
7 17 247688
7 22 247606
9 24 90373
8 23 44454
17 3 220679
9 3 285358
9 26 89223
12 11 228439
25 18 145904
12 16 129281
9 11 318297
23 2 232382
22 23 120071
4 13 13000
4 15 159761
1 12 358185
19 5 100561
11 22 253536
4 20 108979
19 7 302284
1 15 273971
9 23 161187
3 26 279339
15 14 192987
17 8 164607
24 4 180678
26 5 71324
16 18 156314
18 20 17848
15 17 1744
25 26 88331
8 15 162863
2 10 427525
23 1 379377
18 9 134682
9 8 205641
1 11 363530
22 1 275633
4 26 143104
24 6 38192
Case #27: Impossible
Case #28: 148
7 5 103406
7 14 86447
6 17 293156
10 8 217310
4 16 100610
20 23 209670
14 16 146305
26 25 148742
5 14 18097
5 11 88780
11 1 224525
16 5 164402
15 13 73701
17 26 79605
21 10 204086
2 5 97364
12 20 54115
2 14 79267
25 10 267119
11 3 265120
8 1 273488
18 24 208622
8 9 271009
19 25 143222
17 24 120861
7 15 71503
25 20 143764
1 3 231157
17 18 237741
20 11 159416
6 2 272649
20 15 103677
13 26 144207
26 9 201273
9 2 203934
10 14 78496
7 9 156645
26 19 182116
4 1 183869
1 10 252043
20 14 118621
3 15 209664
13 21 66833
8 25 325241
4 6 263982
7 23 76475
13 12 46038
5 9 229464
6 8 329027
16 13 87548
9 22 181967
7 1 97283
2 17 248148
20 6 267055
23 11 203717
18 25 210984
20 1 87129
24 22 154944
5 17 186978
19 14 186345
23 9 80170
5 1 200689
15 2 64323
17 22 244660
11 9 257357
22 8 237809
2 19 235724
17 10 247377
13 9 172638
14 13 58757
17 7 161823
26 24 41256
23 25 119799
22 14 75779
21 9 105805
20 4 96752
7 22 132338
5 8 180127
21 17 176957
16 22 96877
9 15 228148
22 15 60835
13 6 258978
23 3 65630
12 8 266825
16 18 195705
9 3 145800
6 9 171488
4 10 283686
12 25 197879
24 6 255601
12 9 126600
16 21 20715
22 2 21967
22 10 144092
3 2 208849
18 10 264870
10 11 138996
22 20 42842
12 6 212940
16 15 157712
9 24 197607
2 8 241297
24 5 97262
6 23 138164
3 5 212817
14 1 183730
25 11 128123
3 16 131435
6 25 257963
18 26 249878
11 7 127242
17 9 121668
12 14 104795
2 1 122991
6 5 241367
14 6 223270
6 15 208326
23 16 165260
13 18 127617
11 17 135689
1 6 311922
4 23 125818
1 19 197181
20 13 100153
1 18 264943
18 11 257057
3 6 203794
7 4 187723
26 8 176516
20 8 280651
25 7 196274
19 21 162552
15 21 136997
3 14 194720
5 4 233470
15 8 176974
14 15 14944
13 8 220787
26 16 206115
7 10 154760
3 22 186882
3 7 142105
19 10 254658
19 7 99898
20 5 136718
2 10 135083
24 20 197786
Case #29: 3
12 9 691965
4 12 100359
4 9 792324
Case #30: 73
15 8 765052
3 41 568289
27 31 248909
10 31 609309
27 35 496501
34 32 97350
42 38 404697
15 39 866511
20 16 554541
41 25 536053
34 18 755591
42 39 569125
46 25 859961
43 23 297865
37 15 385058
13 47 743210
29 2 555248
8 29 227175
29 15 781978
31 9 470082
21 34 192234
4 46 958714
21 46 907855
12 34 202867
42 25 576966
36 18 429752
21 2 448194
35 8 3466
44 18 481481
23 13 716469
26 27 295022
8 16 273861
4 27 290417
18 26 678023
40 39 853612
7 37 879065
31 7 974077
35 14 86216
22 9 823081
10 18 733041
26 15 700879
33 41 414673
17 8 647757
39 8 297788
16 9 759404
39 29 352577
10 7 727241
14 8 82750
34 29 356036
5 2 301407
34 36 338110
12 31 521421
38 2 552921
29 14 144425
12 25 549238
33 40 756819
19 20 492253
38 18 271948
4 23 458147
42 19 188245
40 20 690579
47 4 369220
43 29 398482
21 40 724062
8 7 595905
5 1 178652
2 20 414711
5 47 459552
29 31 625030
18 23 667354
19 36 165264
10 12 359432
18 15 424138
Case #31: Impossible
Case #32: Impossible
Case #33: 50
11 25 567381
41 21 749228
46 11 807371
3 14 607599
30 22 631660
44 42 413803
45 5 333069
19 30 904155
33 38 474098
33 3 615858
20 45 935425
9 16 636169
29 24 499461
43 46 928018
8 45 622513
34 4 493945
8 22 314594
23 19 917614
28 7 869999
42 4 472060
13 17 994660
18 45 656121
39 11 905150
37 22 784429
23 45 821124
32 28 546251
37 6 962062
4 33 639777
38 46 690370
8 40 705823
1 9 283845
9 20 767485
15 37 558986
31 41 569419
6 5 944666
18 11 959402
16 34 573068
24 11 360179
5 46 720217
19 14 260271
46 28 685280
28 8 324381
41 36 697397
22 27 801796
45 3 947734
46 17 654893
28 44 804798
21 26 639297
5 37 959883
5 9 796320
Case #34: 8
5 10 880189
10 17 702188
3 21 123315
2 5 517478
19 13 747249
9 18 947814
5 21 648836
11 19 801332
Case #35: 30
26 33 846430
34 12 757345
38 16 925833
38 36 570886
26 9 901429
34 4 875428
11 24 662955
33 13 663999
14 8 779442
19 16 628414
38 30 726402
29 7 645284
24 41 743361
38 3 987445
13 21 377434
27 24 99626
31 13 517834
16 12 177305
29 11 148348
38 19 575113
21 27 253387
35 33 970459
30 23 337536
3 15 975626
12 14 961949
9 4 696680
18 27 701077
27 33 777922
35 15 943077
41 26 702119
Case #36: Impossible
Case #37: 103
21 18 47019
18 22 241208
17 12 285050
12 10 170559
13 23 118790
7 21 76361
17 15 307428
23 18 281315
23 17 267223
9 10 169488
6 22 227297
12 7 238491
14 2 195073
8 14 132948
15 6 168609
19 21 242948
12 4 202587
22 23 243802
7 23 200792
1 19 221119
13 18 162525
9 11 350915
12 21 311955
22 5 137370
9 20 147892
3 21 161692
20 15 240663
19 2 247327
3 20 182089
4 17 243494
16 5 174044
11 8 242688
2 22 163682
23 8 109733
20 23 178975
16 19 249973
1 22 245159
12 1 132989
6 13 245188
7 8 176031
22 4 220073
23 21 277153
23 16 77474
15 5 313206
20 13 135003
5 6 288730
16 20 101501
12 15 260646
18 17 291931
23 14 114953
13 9 266789
23 2 80120
7 19 319309
18 10 188415
12 8 69125
20 14 238369
17 1 277917
16 11 187634
7 10 74597
9 23 286521
8 1 63864
6 16 267783
23 3 235222
12 19 226380
6 8 339217
11 10 300872
10 15 219567
1 3 281091
9 16 249393
5 7 125544
11 22 290868
7 1 239895
12 6 401677
3 18 208711
1 14 69084
1 16 123343
13 21 158363
11 15 115032
8 10 101434
9 17 118356
22 16 166328
4 15 254056
9 2 246747
21 11 335298
15 16 216322
6 23 345257
7 13 82002
4 20 155246
21 5 201905
17 7 168551
15 13 158995
17 19 395835
15 22 175836
1 20 186894
5 4 227789
18 8 289849
10 14 234382
21 10 141396
19 11 169937
4 19 290717
21 4 253424
11 14 109740
12 18 358974
Case #38: 21
10 7 796292
6 3 415176
10 4 668137
6 4 508877
9 2 569215
3 9 827306
2 4 287452
8 2 156275
7 3 236121
5 2 448131
4 8 443727
4 7 851027
8 9 633375
5 10 876299
8 1 75364
1 5 486874
6 10 287346
8 3 483729
6 7 552150
5 3 454463
8 6 177443
Case #39: Impossible
Case #40: 11
5 7 934428
2 4 438458
1 3 511516
9 12 980440
5 9 714502
7 8 771981
5 11 867746
7 12 668490
8 10 680435
6 4 990152
6 8 751976
Case #41: 912
6 30 137930
11 44 111811
12 3 64467
38 45 192426
45 10 142395
24 19 178400
6 13 82589
17 10 66522
27 15 91435
35 24 73385
25 44 90748
26 30 152805
38 36 134800
35 31 49275
47 43 91148
19 21 178240
30 46 129823
14 15 62445
18 45 159485
6 20 66911
41 28 166536
12 9 106186
4 24 124772
3 18 41896
17 22 113196
33 27 66201
26 5 107310
34 25 107687
10 40 39129
27 6 51375
25 27 77959
32 46 51758
34 7 128551
8 3 83565
13 2 107692
47 18 63699
42 18 123274
31 28 155385
14 7 89444
23 8 90828
2 41 86231
2 10 82673
11 35 19581
19 4 133260
27 20 86584
34 44 187686
24 5 126056
33 3 69853
20 14 108284
30 10 95022
45 28 140027
36 31 120962
17 44 184832
8 16 70805
20 35 96812
23 33 120778
22 12 78789
16 5 85252
19 29 210959
12 30 145884
46 31 70994
34 22 118889
26 3 65387
2 32 52718
22 8 42639
18 19 102349
40 26 132730
14 33 111636
13 37 85499
38 40 89160
30 31 131215
11 45 135896
30 21 141883
38 26 156630
2 14 52607
6 16 100765
36 13 122786
27 17 134420
27 1 127159
6 5 135719
43 35 81994
6 19 107122
14 24 86580
34 47 82203
36 9 139760
25 35 55635
16 24 53662
35 12 84569
7 3 126864
2 46 104476
20 19 161932
33 22 72589
21 37 76335
44 40 79181
2 31 118866
36 8 141590
32 7 62033
1 45 201656
47 37 90292
6 9 54538
3 28 167066
47 42 106279
4 1 61808
44 15 153785
5 1 169993
29 37 104268
44 23 88545
41 44 211039
7 10 91988
2 33 108588
16 28 99994
6 34 70096
12 4 97178
13 12 109504
36 43 76713
34 35 121356
23 43 25951
36 28 170779
34 28 172712
14 12 79820
34 4 24566
39 17 147292
22 1 105935
38 24 110334
31 15 114431
46 37 82283
14 39 73143
38 42 155345
28 7 117142
43 13 93931
4 29 110244
27 21 76862
26 14 97468
36 37 112757
45 44 187979
9 15 72083
10 25 42553
40 22 72805
11 34 101775
1 3 97642
8 34 79021
42 34 122040
36 10 84769
17 46 101323
46 36 119570
44 20 145762
24 29 35979
20 47 48026
25 23 8546
20 12 94697
9 41 100526
1 29 162959
40 16 100971
15 8 113929
41 31 138898
19 15 113881
24 27 90315
23 26 83542
45 42 83233
15 43 97534
28 32 111261
45 3 177029
20 37 79166
23 28 120017
8 19 180991
24 44 138232
34 45 158251
47 26 87190
32 44 135267
40 5 140759
44 47 174989
47 5 116834
26 43 109493
7 26 132569
34 41 116084
4 2 112686
2 37 49805
27 44 157958
35 16 84204
2 36 90474
5 27 84911
27 34 97665
37 30 93973
33 28 172841
14 47 114612
42 37 73316
10 11 6499
29 26 85119
36 7 59761
16 46 96643
40 33 128957
39 20 93103
19 2 144427
42 10 105314
41 11 114480
19 11 132591
36 6 142339
4 17 150230
40 23 90228
37 12 92595
42 27 80734
18 24 133736
3 36 132643
1 13 97278
13 3 72893
32 9 109673
5 44 168749
5 34 127384
40 37 86611
31 9 100221
19 44 199460
17 20 150252
24 21 107164
13 23 89116
9 13 117735
36 20 107979
20 3 69829
19 39 168720
26 33 132117
13 10 38017
2 43 13761
1 20 117611
5 15 101921
25 3 90427
27 22 21224
14 27 45435
19 1 178178
37 5 81760
2 30 68692
30 20 125575
5 14 39476
16 38 121153
26 25 74996
4 42 98972
8 20 107999
12 16 57503
37 24 82897
10 19 126092
4 41 109534
39 13 105789
23 47 105243
9 8 63463
9 19 142268
12 27 100013
40 28 158321
8 32 59358
2 12 77192
4 21 89084
12 34 94020
35 42 118396
4 47 57637
16 32 44885
11 20 77231
45 35 155477
12 11 77986
13 35 51099
9 27 82107
15 16 91606
24 2 33973
42 32 76229
38 9 142747
45 24 93695
27 13 92917
9 14 127542
25 37 70541
5 46 136431
29 36 160426
25 16 28569
14 37 52853
7 44 137572
14 36 93102
29 13 128717
2 47 104909
47 16 85220
31 25 78746
3 21 106887
44 3 153186
31 14 115787
45 7 96559
40 24 99432
38 10 50031
30 18 129314
3 22 81550
18 13 92073
39 45 128830
46 40 60932
8 41 89332
34 23 99141
16 39 62262
34 31 115779
33 24 141680
37 27 7418
15 12 34103
44 22 136734
45 25 107980
7 9 112993
19 5 197462
47 11 63178
46 33 128188
19 45 204149
32 34 125231
45 32 112440
30 13 133039
39 40 106901
19 28 204985
3 2 117549
5 42 105086
16 45 79411
5 31 150821
31 39 98689
20 33 89822
36 27 120175
23 14 59432
41 29 156183
17 33 159909
21 32 98387
4 37 80517
2 26 123254
7 31 128181
43 20 43122
46 15 100041
42 44 151768
26 46 128402
46 18 111573
32 19 141848
25 30 116950
19 41 226414
46 7 113791
45 6 167333
37 16 41972
20 28 137188
2 42 23511
15 35 91320
16 10 71122
3 47 21803
18 10 89770
1 11 65760
43 12 63431
33 30 137689
25 29 118210
10 1 72259
13 45 167414
23 27 69413
46 8 82600
31 47 105870
9 33 43027
37 34 105083
36 12 71150
12 19 79778
21 47 85084
17 21 187310
44 4 174119
23 37 61995
21 15 110583
16 19 124738
2 38 132704
4 26 98098
47 7 114224
42 23 63223
8 40 86928
47 28 185214
44 2 128257
8 25 99374
13 31 74210
2 21 73191
30 36 159166
40 12 110616
38 3 97905
5 25 88750
24 25 82231
47 25 112230
43 5 90192
23 5 80204
25 12 28934
26 12 46062
24 6 117873
41 16 102471
11 29 97199
15 45 171017
1 25 111160
41 40 147110
14 8 81686
17 47 136199
1 15 124883
26 34 122664
39 36 133047
3 23 98973
20 42 80394
5 28 168206
38 29 146313
24 12 111165
24 42 57484
31 24 96496
33 31 57194
22 38 96705
38 13 88048
31 38 86224
39 35 93852
33 4 34019
45 21 132913
8 33 87616
4 39 100807
34 20 62353
16 44 108568
28 43 94066
47 29 160377
35 38 36949
11 26 100100
5 41 142259
29 17 162804
41 1 171342
32 15 95195
30 42 92203
26 16 103565
16 3 107023
44 29 102253
2 16 19689
25 11 49052
28 4 183661
30 39 114263
32 27 37943
18 43 86002
2 7 36837
11 2 76174
33 13 131404
45 41 145953
40 47 95808
40 29 129829
5 17 181150
14 16 72296
47 24 129980
44 38 168341
34 15 87641
3 29 138574
15 11 71739
7 12 86507
12 29 131181
40 15 104369
14 22 66358
2 39 70095
12 8 121428
13 34 133293
31 18 125963
19 31 162285
46 47 91480
28 8 142891
15 37 88398
31 29 132475
35 9 105798
24 22 69091
39 47 93097
11 14 73095
13 41 145998
31 37 78399
18 8 125461
28 6 172851
38 28 128924
43 9 89917
3 19 97426
47 32 86634
6 38 107601
39 26 118582
26 19 125840
14 4 118534
33 11 99886
22 23 48189
29 10 96282
24 1 132562
10 37 60480
31 11 42692
45 30 128414
47 6 31499
38 18 139801
16 42 43200
20 16 37194
20 2 56883
25 2 48258
35 41 134061
21 23 73525
16 30 88381
4 38 133739
1 30 165478
7 6 117913
30 24 34719
1 16 134101
39 29 124558
22 47 103353
4 25 121566
42 25 71769
22 31 82867
46 39 102573
17 12 138009
46 10 34801
25 38 92584
21 22 81668
23 12 37480
25 15 63037
33 12 131197
39 5 87795
19 23 117258
8 43 64877
1 35 85341
7 4 122001
25 41 131040
27 18 102967
32 22 16719
13 5 139647
35 33 106469
13 42 130333
46 23 85900
45 23 99434
40 4 94938
34 24 113823
21 38 170819
11 39 74271
43 16 5928
21 44 162070
10 41 120979
44 9 183127
1 12 140094
24 8 102001
10 44 118310
33 45 167323
22 41 74305
20 38 133761
15 33 97094
31 10 36193
20 5 68808
28 37 114058
6 40 83701
32 35 43037
2 5 92083
15 42 134806
47 1 119445
32 23 64908
20 7 66198
19 14 159598
4 16 92997
10 34 108274
36 41 173256
22 7 45314
44 13 143329
4 5 120834
33 37 58783
43 30 82453
23 18 60051
38 14 129625
1 23 119706
35 44 131392
17 40 105651
12 38 121518
22 29 90462
14 13 104613
27 4 73099
9 24 115764
28 25 128563
24 10 60303
6 26 75083
4 8 54455
35 3 60956
41 7 119619
8 13 85816
20 13 104305
42 14 76118
23 31 87292
9 4 9008
43 7 23076
3 32 64831
29 28 94868
30 7 105529
5 3 132285
18 29 108610
34 18 99173
6 11 51071
1 43 128173
25 18 51505
3 17 114396
1 2 141934
26 28 179987
25 17 109075
41 33 119282
29 45 129674
12 10 71487
26 10 106599
46 43 90715
18 37 99930
44 1 112311
29 2 69952
41 20 139665
41 24 120204
46 12 106288
43 4 98925
22 35 59756
35 27 80980
21 10 120788
17 18 156292
5 32 84673
28 2 80305
37 22 13806
30 38 145053
32 6 74527
39 37 20290
2 15 111295
13 11 31518
39 8 49123
35 5 127710
42 33 132099
27 2 57223
36 18 93721
23 36 50762
31 40 75322
21 1 138243
42 39 93606
44 39 170830
29 8 133101
43 24 47734
10 39 80770
15 38 128269
13 24 98320
40 30 134151
37 38 110511
43 37 36044
18 9 83615
33 34 58585
8 44 166109
21 8 105168
35 14 92676
22 25 56735
43 25 34497
10 23 51099
13 16 99859
37 6 58793
35 6 70652
41 26 158791
1 17 138781
46 42 127117
43 21 59430
34 17 174796
7 1 128705
33 39 79073
17 24 126825
38 1 122290
20 18 111725
29 7 106789
6 29 148270
17 19 59570
1 14 138855
35 19 113010
29 30 70698
33 16 100755
34 29 85678
29 46 125501
9 29 101236
40 27 94029
37 32 30525
36 44 132964
37 7 59120
13 7 117007
7 35 105070
5 10 114628
29 32 73743
33 10 93387
11 8 54298
14 17 146116
11 40 32630
43 14 66368
41 14 113352
46 25 77354
32 14 49639
32 41 91024
31 32 66148
3 14 92809
1 46 94062
8 47 61762
40 19 165221
45 22 95721
3 39 71294
8 10 60797
3 4 35834
27 30 86555
17 45 208917
13 32 54974
42 26 146765
41 43 96543
4 45 172408
16 23 20023
6 15 40060
44 6 162882
10 15 78238
38 41 171010
17 37 127002
3 15 30364
9 46 114519
1 37 119741
42 36 113985
45 36 150196
6 14 96810
46 20 105533
24 11 66802
12 45 136914
43 34 105475
36 47 154446
36 33 111257
25 9 112558
34 19 157826
29 35 109364
3 11 41375
41 6 119292
5 29 158416
19 47 119229
2 17 149195
41 3 128988
43 22 22238
12 31 107680
9 3 44842
45 8 127750
38 33 143418
12 47 86270
40 25 81682
26 45 182976
11 21 114289
47 13 56279
18 15 11532
17 43 135434
32 39 50815
18 39 113190
27 46 89701
9 21 80076
39 34 125373
24 36 124447
6 33 79549
31 21 147843
39 38 130801
22 11 40175
10 28 119192
7 19 153742
32 10 29955
9 20 46795
33 7 117903
5 30 160775
6 23 108669
40 14 105725
13 22 71693
33 32 89308
36 22 98951
19 46 160893
41 15 148897
